Course_Code,Year,Gender,Category,Merit_No,Seat_Types,Round,CET_Score,Chance_Of_Admit
614424510,2021-22,Male,ST,54184,Home University Candidates,Round 2,56.18,0
614424510,2021-22,Female ,ST,52281,Home University Candidates,Round 2,58.52,0
614424510,2022-23,Male,ST,40253,Home University,Round 2,78.05,1
614424510,2022-23,Female,ST,37312,Home University,Round 2,79.53,1
614424510,2022-23,Male,ST,37765,Other Than Home University,Round 2,79.47,1
614424510,2022-23,Female,ST,36429,Other Than Home University,Round 2,80.27,1
614424510,2022-23,Male,ST,40254,Home University,Round 2,77.55,0
614424510,2022-23,Female,ST,37313,Home University,Round 2,79.03,0
614424510,2022-23,Male,ST,37766,Other Than Home University,Round 2,78.97,0
614424510,2022-23,Female,ST,36430,Other Than Home University,Round 2,79.77,0
614424510,2019-20,Male,TFWS,32575,State Level,Round 1,80.03,1
614424510,2019-20,Female,TFWS,32575,State Level,Round 1,80.03,1
614424510,2019-20,Male ,TFWS,19022,State Level,Round 2,90.57,1
614424510,2019-20,Female,TFWS,19022,State Level,Round 2,90.57,1
614424510,2019-20,Male,TFWS,32576,State Level,Round 1,79.53,0
614424510,2019-20,Female,TFWS,32576,State Level,Round 1,79.53,0
614424510,2019-20,Male ,TFWS,19023,State Level,Round 2,90.07,0
614424510,2019-20,Female,TFWS,19023,State Level,Round 2,90.07,0
614424510,2020-21,Male,TFWS,31258,State Level,Round 1,78.03,1
614424510,2020-21,Female ,TFWS,31258,State Level,Round 1,78.03,1
614424510,2020-21,Male,TFWS,33788,State Level,Round 2,76.01,1
614424510,2020-21,Female ,TFWS,33788,State Level,Round 2,76.01,1
614424510,2020-21,Male,TFWS,31259,State Level,Round 1,77.53,0
614424510,2020-21,Female ,TFWS,31259,State Level,Round 1,77.53,0
614424510,2020-21,Male,TFWS,33789,State Level,Round 2,75.51,0
614424510,2020-21,Female ,TFWS,33789,State Level,Round 2,75.51,0
614424510,2021-22,Male,TFWS,31258,State Level,Round 1,78.03,1
614424510,2021-22,Female ,TFWS,31258,State Level,Round 1,78.03,1
614424510,2021-22,Male,TFWS,33788,State Level,Round 2,76.01,1
614424510,2021-22,Female ,TFWS,33788,State Level,Round 2,76.01,1
614424510,2021-22,Male,TFWS,31259,State Level,Round 1,77.53,0
614424510,2021-22,Female ,TFWS,31259,State Level,Round 1,77.53,0
614424510,2021-22,Male,TFWS,33789,State Level,Round 2,75.51,0
614424510,2021-22,Female ,TFWS,33789,State Level,Round 2,75.51,0
614424510,2022-23,Male,TFWS,31421,State Level,Round 1,83.14,1
614424510,2022-23,Female,TFWS,31421,State Level,Round 1,83.14,1
614424510,2022-23,Male,TFWS,29595,State Level,Round 2,84.08,1
614424510,2022-23,Female,TFWS,29595,State Level,Round 2,84.08,1
614424510,2022-23,Male,TFWS,31422,State Level,Round 1,82.64,0
614424510,2022-23,Female,TFWS,31422,State Level,Round 1,82.64,0
614424510,2022-23,Male,TFWS,29596,State Level,Round 2,83.58,0
614424510,2022-23,Female,TFWS,29596,State Level,Round 2,83.58,0
614424510,2019-20,Male,VJ,51107,Home University,Round 1,54.49,1
614424510,2019-20,Female,VJ,74962,Home University,Round 1,18.68,1
614424510,2019-20,Male,VJ,63022,Other Than Home University,Round 1,32.94,1
614424510,2019-20,Male ,VJ,62647,Home University,Round 2,33.64,1
614424510,2019-20,Female,VJ,55321,Home University,Round 2,46.93,1
614424510,2019-20,Male ,VJ,53338,Other Than Home University,Round 2,50.58,1
614424510,2019-20,Female,VJ,53338,Other Than Home University,Round 2,50.58,1
614424510,2019-20,Male,VJ,51108,Home University,Round 1,53.99,0
614424510,2019-20,Female,VJ,74963,Home University,Round 1,18.18,0
614424510,2019-20,Male,VJ,63023,Other Than Home University,Round 1,32.44,0
614424510,2019-20,Male ,VJ,62648,Home University,Round 2,33.14,0
614424510,2019-20,Female,VJ,55322,Home University,Round 2,46.43,0
614424510,2019-20,Male ,VJ,53339,Other Than Home University,Round 2,50.08,0
614424510,2019-20,Female,VJ,53339,Other Than Home University,Round 2,50.08,0
614424510,2020-21,Male,VJ,79039,Home University Candidates,Round 1,20.21,1
614424510,2020-21,Male,VJ,85300,Other than Home University Candidates,Round 2,8.25,1
614424510,2020-21,Male,VJ,79040,Home University Candidates,Round 1,19.71,0
614424510,2020-21,Male,VJ,85301,Other than Home University Candidates,Round 2,7.75,0
614424510,2021-22,Male,VJ,79039,Home University Candidates,Round 1,20.21,1
614424510,2021-22,Male,VJ,85300,Other than Home University Candidates,Round 2,8.25,1
614424510,2021-22,Male,VJ,79040,Home University Candidates,Round 1,19.71,0
614424510,2021-22,Male,VJ,85301,Other than Home University Candidates,Round 2,7.75,0
614424510,2022-23,Male,VJ,69505,Home University,Round 1,58.8,1
614424510,2022-23,Female,VJ,61658,Home University,Round 1,64.01,1
614424510,2022-23,Male,VJ,38349,Other Than Home University,Round 1,79.1,1
614424510,2022-23,Male,VJ,84331,Home University,Round 2,45.98,1
614424510,2022-23,Male,VJ,69506,Home University,Round 1,58.3,0
614424510,2022-23,Female,VJ,61659,Home University,Round 1,63.51,0
614424510,2022-23,Male,VJ,38350,Other Than Home University,Round 1,78.6,0
614424510,2022-23,Male,VJ,84332,Home University,Round 2,45.48,0
614524510,2019-20,Male,EWS,82143,State Level,Round 1,9.46,1
614524510,2019-20,Female,EWS,82143,State Level,Round 1,9.46,1
614524510,2019-20,Male ,EWS,86830,State Level,Round 2,0.92,1
614524510,2019-20,Female,EWS,86830,State Level,Round 2,0.92,1
614524510,2019-20,Male,EWS,82144,State Level,Round 1,8.96,0
614524510,2019-20,Female,EWS,82144,State Level,Round 1,8.96,0
614524510,2019-20,Male ,EWS,86831,State Level,Round 2,0.42,0
614524510,2019-20,Female,EWS,86831,State Level,Round 2,0.42,0
614524510,2020-21,Male,EWS,18327,State Level,Round 1,87.38,1
614524510,2020-21,Female ,EWS,18327,State Level,Round 1,87.38,1
614524510,2020-21,Male,EWS,15216,State Level,Round 2,89.49,1
614524510,2020-21,Female ,EWS,15216,State Level,Round 2,89.49,1
614524510,2020-21,Male,EWS,18328,State Level,Round 1,86.88,0
614524510,2020-21,Female ,EWS,18328,State Level,Round 1,86.88,0
614524510,2020-21,Male,EWS,15217,State Level,Round 2,88.99,0
614524510,2020-21,Female ,EWS,15217,State Level,Round 2,88.99,0
614524510,2021-22,Male,EWS,18327,State Level,Round 1,87.38,1
614524510,2021-22,Female ,EWS,18327,State Level,Round 1,87.38,1
614524510,2021-22,Male,EWS,15216,State Level,Round 2,89.49,1
614524510,2021-22,Female ,EWS,15216,State Level,Round 2,89.49,1
614524510,2021-22,Male,EWS,18328,State Level,Round 1,86.88,0
614524510,2021-22,Female ,EWS,18328,State Level,Round 1,86.88,0
614524510,2021-22,Male,EWS,15217,State Level,Round 2,88.99,0
614524510,2021-22,Female ,EWS,15217,State Level,Round 2,88.99,0
614524510,2022-23,Male,EWS,14832,State Level,Round 1,91.97,1
614524510,2022-23,Female,EWS,14832,State Level,Round 1,91.97,1
614524510,2022-23,Male,EWS,15644,State Level,Round 2,91.57,1
614524510,2022-23,Female,EWS,15644,State Level,Round 2,91.57,1
614524510,2022-23,Male,EWS,14833,State Level,Round 1,91.47,0
614524510,2022-23,Female,EWS,14833,State Level,Round 1,91.47,0
614524510,2022-23,Male,EWS,15645,State Level,Round 2,91.07,0
614524510,2022-23,Female,EWS,15645,State Level,Round 2,91.07,0
614524510,2019-20,Male,NT,54748,Home University,Round 1,47.96,1
614524510,2019-20,Female,NT,19808,Home University,Round 1,90.1,1
614524510,2019-20,Male,NT,21280,Other Than Home University,Round 1,89.21,1
614524510,2019-20,Female,NT,23469,Other Than Home University,Round 1,87.74,1
614524510,2019-20,Male ,NT,32556,Home University,Round 2,80.05,1
614524510,2019-20,Female,NT,32556,Home University,Round 2,80.05,1
614524510,2019-20,Male ,NT,41819,Other Than Home University,Round 2,69.01,1
614524510,2019-20,Female,NT,41739,Other Than Home University,Round 2,69.12,1
614524510,2019-20,Male,NT,54749,Home University,Round 1,47.46,0
614524510,2019-20,Female,NT,19809,Home University,Round 1,89.6,0
614524510,2019-20,Male,NT,21281,Other Than Home University,Round 1,88.71,0
614524510,2019-20,Female,NT,23470,Other Than Home University,Round 1,87.24,0
614524510,2019-20,Male ,NT,32557,Home University,Round 2,79.55,0
614524510,2019-20,Female,NT,32557,Home University,Round 2,79.55,0
614524510,2019-20,Male ,NT,41820,Other Than Home University,Round 2,68.51,0
614524510,2019-20,Female,NT,41740,Other Than Home University,Round 2,68.62,0
614524510,2020-21,Male,NT,28332,Home University Candidates,Round 1,80.19,1
614524510,2020-21,Female ,NT,41140,Home University Candidates,Round 1,69.79,1
614524510,2020-21,Male,NT,20309,Other than Home University Candidates,Round 1,86.01,1
614524510,2020-21,Female ,NT,34339,Other than Home University Candidates,Round 1,75.54,1
614524510,2020-21,Male,NT,25690,Home University Candidates,Round 2,82.15,1
614524510,2020-21,Male,NT,28333,Home University Candidates,Round 1,79.69,0
614524510,2020-21,Female ,NT,41141,Home University Candidates,Round 1,69.29,0
614524510,2020-21,Male,NT,20310,Other than Home University Candidates,Round 1,85.51,0
614524510,2020-21,Female ,NT,34340,Other than Home University Candidates,Round 1,75.04,0
614524510,2020-21,Male,NT,25691,Home University Candidates,Round 2,81.65,0
614524510,2021-22,Male,NT,28332,Home University Candidates,Round 1,80.19,1
614524510,2021-22,Female ,NT,41140,Home University Candidates,Round 1,69.79,1
614524510,2021-22,Male,NT,20309,Other than Home University Candidates,Round 1,86.01,1
614524510,2021-22,Female ,NT,34339,Other than Home University Candidates,Round 1,75.54,1
614524510,2021-22,Male,NT,25690,Home University Candidates,Round 2,82.15,1
614524510,2021-22,Male,NT,28333,Home University Candidates,Round 1,79.69,0
614524510,2021-22,Female ,NT,41141,Home University Candidates,Round 1,69.29,0
614524510,2021-22,Male,NT,20310,Other than Home University Candidates,Round 1,85.51,0
614524510,2021-22,Female ,NT,34340,Other than Home University Candidates,Round 1,75.04,0
614524510,2021-22,Male,NT,25691,Home University Candidates,Round 2,81.65,0
614524510,2022-23,Male,NT,23955,Home University,Round 1,87.07,1
614524510,2022-23,Female,NT,24853,Home University,Round 1,86.55,1
614524510,2022-23,Male,NT,19782,Other Than Home University,Round 1,89.38,1
614524510,2022-23,Male,NT,28281,Home University,Round 2,84.86,1
614524510,2022-23,Female,NT,102563,Home University,Round 2,28.46,1
614524510,2022-23,Male,NT,15595,Other Than Home University,Round 2,91.58,1
614524510,2022-23,Male,NT,23956,Home University,Round 1,86.57,0
614524510,2022-23,Female,NT,24854,Home University,Round 1,86.05,0
614524510,2022-23,Male,NT,19783,Other Than Home University,Round 1,88.88,0
614524510,2022-23,Male,NT,28282,Home University,Round 2,84.36,0
614524510,2022-23,Female,NT,102564,Home University,Round 2,27.96,0
614524510,2022-23,Male,NT,15596,Other Than Home University,Round 2,91.08,0
614524510,2019-20,Male,OBC,25882,Home University,Round 1,85.99,1
614524510,2019-20,Female,OBC,21036,Home University,Round 1,89.36,1
614524510,2019-20,Male,OBC,19937,Other Than Home University,Round 1,90.03,1
614524510,2019-20,Female,OBC,16750,Other Than Home University,Round 1,91.85,1
614524510,2019-20,Male ,OBC,27255,Home University,Round 2,84.92,1
614524510,2019-20,Female,OBC,25104,Home University,Round 2,86.57,1
614524510,2019-20,Male ,OBC,18367,Other Than Home University,Round 2,90.94,1
614524510,2019-20,Female,OBC,18367,Other Than Home University,Round 2,90.94,1
614524510,2019-20,Male,OBC,25883,Home University,Round 1,85.49,0
614524510,2019-20,Female,OBC,21037,Home University,Round 1,88.86,0
614524510,2019-20,Male,OBC,19938,Other Than Home University,Round 1,89.53,0
614524510,2019-20,Female,OBC,16751,Other Than Home University,Round 1,91.35,0
614524510,2019-20,Male ,OBC,27256,Home University,Round 2,84.42,0
614524510,2019-20,Female,OBC,25105,Home University,Round 2,86.07,0
614524510,2019-20,Male ,OBC,18368,Other Than Home University,Round 2,90.44,0
614524510,2019-20,Female,OBC,18368,Other Than Home University,Round 2,90.44,0
614524510,2020-21,Male,OBC,24151,Home University Candidates,Round 1,83.32,1
614524510,2020-21,Female ,OBC,27643,Home University Candidates,Round 1,80.66,1
614524510,2020-21,Male,OBC,14275,Other than Home University Candidates,Round 1,90.12,1
614524510,2020-21,Female ,OBC,15945,Other than Home University Candidates,Round 1,89.03,1
614524510,2020-21,Male,OBC,24489,Home University Candidates,Round 2,82.95,1
614524510,2020-21,Female ,OBC,30760,Home University Candidates,Round 2,78.39,1
614524510,2020-21,Female ,OBC,17268,Other than Home University Candidates,Round 2,88.02,1
614524510,2020-21,Male,OBC,24152,Home University Candidates,Round 1,82.82,0
614524510,2020-21,Female ,OBC,27644,Home University Candidates,Round 1,80.16,0
614524510,2020-21,Male,OBC,14276,Other than Home University Candidates,Round 1,89.62,0
614524510,2020-21,Female ,OBC,15946,Other than Home University Candidates,Round 1,88.53,0
614524510,2020-21,Male,OBC,24490,Home University Candidates,Round 2,82.45,0
614524510,2020-21,Female ,OBC,30761,Home University Candidates,Round 2,77.89,0
614524510,2020-21,Female ,OBC,17269,Other than Home University Candidates,Round 2,87.52,0
614524510,2021-22,Male,OBC,24151,Home University Candidates,Round 1,83.32,1
614524510,2021-22,Female ,OBC,27643,Home University Candidates,Round 1,80.66,1
614524510,2021-22,Male,OBC,14275,Other than Home University Candidates,Round 1,90.12,1
614524510,2021-22,Female ,OBC,15945,Other than Home University Candidates,Round 1,89.03,1
614524510,2021-22,Male,OBC,24489,Home University Candidates,Round 2,82.95,1
614524510,2021-22,Female ,OBC,30760,Home University Candidates,Round 2,78.39,1
614524510,2021-22,Female ,OBC,17268,Other than Home University Candidates,Round 2,88.02,1
614524510,2021-22,Male,OBC,24152,Home University Candidates,Round 1,82.82,0
614524510,2021-22,Female ,OBC,27644,Home University Candidates,Round 1,80.16,0
614524510,2021-22,Male,OBC,14276,Other than Home University Candidates,Round 1,89.62,0
614524510,2021-22,Female ,OBC,15946,Other than Home University Candidates,Round 1,88.53,0
614524510,2021-22,Male,OBC,24490,Home University Candidates,Round 2,82.45,0
614524510,2021-22,Female ,OBC,30761,Home University Candidates,Round 2,77.89,0
614524510,2021-22,Female ,OBC,17269,Other than Home University Candidates,Round 2,87.52,0
614524510,2022-23,Male,OBC,19483,Home University,Round 1,89.5,1
614524510,2022-23,Female,OBC,20026,Home University,Round 1,89.23,1
614524510,2022-23,Male,OBC,13387,Other Than Home University,Round 1,92.81,1
614524510,2022-23,Female,OBC,15469,Other Than Home University,Round 1,91.51,1
614524510,2022-23,Male,OBC,18972,Home University,Round 2,89.8,1
614524510,2022-23,Male,OBC,14151,Other Than Home University,Round 2,92.34,1
614524510,2022-23,Female,OBC,15733,Other Than Home University,Round 2,91.54,1
614524510,2022-23,Male,OBC,19484,Home University,Round 1,89,0
614524510,2022-23,Female,OBC,20027,Home University,Round 1,88.73,0
614524510,2022-23,Male,OBC,13388,Other Than Home University,Round 1,92.31,0
614524510,2022-23,Female,OBC,15470,Other Than Home University,Round 1,91.01,0
614524510,2022-23,Male,OBC,18973,Home University,Round 2,89.3,0
614524510,2022-23,Male,OBC,14152,Other Than Home University,Round 2,91.84,0
614524510,2022-23,Female,OBC,15734,Other Than Home University,Round 2,91.04,0
614524510,2019-20,Male,OPEN,20007,Home University,Round 1,89.99,1
614524510,2019-20,Female,OPEN,19785,Home University,Round 1,90.11,1
614524510,2019-20,Male,OPEN,14735,Other Than Home University,Round 1,92.95,1
614524510,2019-20,Female,OPEN,14538,Other Than Home University,Round 1,93.06,1
614524510,2019-20,Male ,OPEN,20947,Home University,Round 2,89.42,1
614524510,2019-20,Female,OPEN,18388,Home University,Round 2,90.93,1
614524510,2019-20,Male ,OPEN,17935,Other Than Home University,Round 2,91.18,1
614524510,2019-20,Female,OPEN,14735,Other Than Home University,Round 2,92.95,1
614524510,2019-20,Male,OPEN,20008,Home University,Round 1,89.49,0
614524510,2019-20,Female,OPEN,19786,Home University,Round 1,89.61,0
614524510,2019-20,Male,OPEN,14736,Other Than Home University,Round 1,92.45,0
614524510,2019-20,Female,OPEN,14539,Other Than Home University,Round 1,92.56,0
614524510,2019-20,Male ,OPEN,20948,Home University,Round 2,88.92,0
614524510,2019-20,Female,OPEN,18389,Home University,Round 2,90.43,0
614524510,2019-20,Male ,OPEN,17936,Other Than Home University,Round 2,90.68,0
614524510,2019-20,Female,OPEN,14736,Other Than Home University,Round 2,92.45,0
614524510,2020-21,Male,OPEN,20381,Home University Candidates,Round 1,85.98,1
614524510,2020-21,Female ,OPEN,20371,Home University Candidates,Round 1,86,1
614524510,2020-21,Male,OPEN,13053,Other than Home University Candidates,Round 1,90.95,1
614524510,2020-21,Female ,OPEN,12831,Other than Home University Candidates,Round 1,91.14,1
614524510,2020-21,Male,OPEN,21258,Home University Candidates,Round 2,85.3,1
614524510,2020-21,Female ,OPEN,22219,Home University Candidates,Round 2,84.69,1
614524510,2020-21,Male,OPEN,13301,Other than Home University Candidates,Round 2,90.84,1
614524510,2020-21,Female ,OPEN,15251,Other than Home University Candidates,Round 2,89.49,1
614524510,2020-21,Male,OPEN,20382,Home University Candidates,Round 1,85.48,0
614524510,2020-21,Female ,OPEN,20372,Home University Candidates,Round 1,85.5,0
614524510,2020-21,Male,OPEN,13054,Other than Home University Candidates,Round 1,90.45,0
614524510,2020-21,Female ,OPEN,12832,Other than Home University Candidates,Round 1,90.64,0
614524510,2020-21,Male,OPEN,21259,Home University Candidates,Round 2,84.8,0
614524510,2020-21,Female ,OPEN,22220,Home University Candidates,Round 2,84.19,0
614524510,2020-21,Male,OPEN,13302,Other than Home University Candidates,Round 2,90.34,0
614524510,2020-21,Female ,OPEN,15252,Other than Home University Candidates,Round 2,88.99,0
614524510,2021-22,Male,OPEN,20381,Home University Candidates,Round 1,85.98,1
614524510,2021-22,Female ,OPEN,20371,Home University Candidates,Round 1,86,1
614524510,2021-22,Male,OPEN,13053,Other than Home University Candidates,Round 1,90.95,1
614524510,2021-22,Female ,OPEN,12831,Other than Home University Candidates,Round 1,91.14,1
614524510,2021-22,Male,OPEN,21258,Home University Candidates,Round 2,85.3,1
614524510,2021-22,Female ,OPEN,22219,Home University Candidates,Round 2,84.69,1
614524510,2021-22,Male,OPEN,13301,Other than Home University Candidates,Round 2,90.84,1
614524510,2021-22,Female ,OPEN,15251,Other than Home University Candidates,Round 2,89.49,1
614524510,2021-22,Male,OPEN,20382,Home University Candidates,Round 1,85.48,0
614524510,2021-22,Female ,OPEN,20372,Home University Candidates,Round 1,85.5,0
614524510,2021-22,Male,OPEN,13054,Other than Home University Candidates,Round 1,90.45,0
614524510,2021-22,Female ,OPEN,12832,Other than Home University Candidates,Round 1,90.64,0
614524510,2021-22,Male,OPEN,21259,Home University Candidates,Round 2,84.8,0
614524510,2021-22,Female ,OPEN,22220,Home University Candidates,Round 2,84.19,0
614524510,2021-22,Male,OPEN,13302,Other than Home University Candidates,Round 2,90.34,0
614524510,2021-22,Female ,OPEN,15252,Other than Home University Candidates,Round 2,88.99,0
614524510,2022-23,Male,OPEN,17639,Home University,Round 1,90.52,1
614524510,2022-23,Female,OPEN,18591,Home University,Round 1,89.97,1
614524510,2022-23,Male,OPEN,12753,Other Than Home University,Round 1,93.13,1
614524510,2022-23,Female,OPEN,14854,Other Than Home University,Round 1,91.97,1
614524510,2022-23,Male,OPEN,18302,Home University,Round 2,90.13,1
614524510,2022-23,Female,OPEN,15365,Home University,Round 2,91.68,1
614524510,2022-23,Male,OPEN,13411,Other Than Home University,Round 2,92.73,1
614524510,2022-23,Female,OPEN,15469,Other Than Home University,Round 2,91.61,1
614524510,2022-23,Male,OPEN,17640,Home University,Round 1,90.02,0
614524510,2022-23,Female,OPEN,18592,Home University,Round 1,89.47,0
614524510,2022-23,Male,OPEN,12754,Other Than Home University,Round 1,92.63,0
614524510,2022-23,Female,OPEN,14855,Other Than Home University,Round 1,91.47,0
614524510,2022-23,Male,OPEN,18303,Home University,Round 2,89.63,0
614524510,2022-23,Female,OPEN,15366,Home University,Round 2,91.18,0
614524510,2022-23,Male,OPEN,13412,Other Than Home University,Round 2,92.23,0
614524510,2022-23,Female,OPEN,15470,Other Than Home University,Round 2,91.11,0
614524510,2019-20,Male ,PWD,23660,Home University,Round 2,87.6,1
614524510,2019-20,Female,PWD,23660,Home University,Round 2,87.6,1
614524510,2019-20,Male ,PWD,23661,Home University,Round 2,87.1,0
614524510,2019-20,Female,PWD,23661,Home University,Round 2,87.1,0
614524510,2020-21,Male,PWD,17038,Home University Candidates,Round 2,88.26,1
614524510,2020-21,Female ,PWD,17038,Home University Candidates,Round 2,88.26,1
614524510,2020-21,Male,PWD,17039,Home University Candidates,Round 2,87.76,0
614524510,2020-21,Female ,PWD,17039,Home University Candidates,Round 2,87.76,0
614524510,2021-22,Male,PWD,17038,Home University Candidates,Round 2,88.26,1
614524510,2021-22,Female ,PWD,17038,Home University Candidates,Round 2,88.26,1
614524510,2021-22,Male,PWD,17039,Home University Candidates,Round 2,87.76,0
614524510,2021-22,Female ,PWD,17039,Home University Candidates,Round 2,87.76,0
614524510,2022-23,Male,PWD,17952,Home University,Round 2,90.36,1
614524510,2022-23,Female,PWD,17952,Home University,Round 2,90.36,1
614524510,2022-23,Male,PWD,17953,Home University,Round 2,89.86,0
614524510,2022-23,Female,PWD,17953,Home University,Round 2,89.86,0
614524510,2019-20,Male,SC,40150,Home University,Round 1,71.26,1
614524510,2019-20,Female,SC,33329,Home University,Round 1,79.28,1
614524510,2019-20,Male,SC,33930,Other Than Home University,Round 1,78.65,1
614524510,2019-20,Female,SC,40706,Other Than Home University,Round 1,70.55,1
614524510,2019-20,Male ,SC,43379,Home University,Round 2,66.78,1
614524510,2019-20,Female,SC,43379,Home University,Round 2,66.78,1
614524510,2019-20,Male ,SC,36386,Other Than Home University,Round 2,75.89,1
614524510,2019-20,Female,SC,35820,Other Than Home University,Round 2,76.57,1
614524510,2019-20,Male,SC,40151,Home University,Round 1,70.76,0
614524510,2019-20,Female,SC,33330,Home University,Round 1,78.78,0
614524510,2019-20,Male,SC,33931,Other Than Home University,Round 1,78.15,0
614524510,2019-20,Female,SC,40707,Other Than Home University,Round 1,70.05,0
614524510,2019-20,Male ,SC,43380,Home University,Round 2,66.28,0
614524510,2019-20,Female,SC,43380,Home University,Round 2,66.28,0
614524510,2019-20,Male ,SC,36387,Other Than Home University,Round 2,75.39,0
614524510,2019-20,Female,SC,35821,Other Than Home University,Round 2,76.07,0
614524510,2020-21,Male,SC,41645,Home University Candidates,Round 1,69.46,1
614524510,2020-21,Female ,SC,49500,Home University Candidates,Round 1,61.55,1
614524510,2020-21,Male,SC,24103,Other than Home University Candidates,Round 1,83.34,1
614524510,2020-21,Female ,SC,34964,Other than Home University Candidates,Round 1,75.03,1
614524510,2020-21,Male,SC,46737,Home University Candidates,Round 2,64.68,1
614524510,2020-21,Male,SC,20436,Other than Home University Candidates,Round 2,85.9,1
614524510,2020-21,Female ,SC,27588,Other than Home University Candidates,Round 2,80.81,1
614524510,2020-21,Male,SC,41646,Home University Candidates,Round 1,68.96,0
614524510,2020-21,Female ,SC,49501,Home University Candidates,Round 1,61.05,0
614524510,2020-21,Male,SC,24104,Other than Home University Candidates,Round 1,82.84,0
614524510,2020-21,Female ,SC,34965,Other than Home University Candidates,Round 1,74.53,0
614524510,2020-21,Male,SC,46738,Home University Candidates,Round 2,64.18,0
614524510,2020-21,Male,SC,20437,Other than Home University Candidates,Round 2,85.4,0
614524510,2020-21,Female ,SC,27589,Other than Home University Candidates,Round 2,80.31,0
614524510,2021-22,Male,SC,41645,Home University Candidates,Round 1,69.46,1
614524510,2021-22,Female ,SC,49500,Home University Candidates,Round 1,61.55,1
614524510,2021-22,Male,SC,24103,Other than Home University Candidates,Round 1,83.34,1
614524510,2021-22,Female ,SC,34964,Other than Home University Candidates,Round 1,75.03,1
614524510,2021-22,Male,SC,46737,Home University Candidates,Round 2,64.68,1
614524510,2021-22,Male,SC,20436,Other than Home University Candidates,Round 2,85.9,1
614524510,2021-22,Female ,SC,27588,Other than Home University Candidates,Round 2,80.81,1
614524510,2021-22,Male,SC,41646,Home University Candidates,Round 1,68.96,0
614524510,2021-22,Female ,SC,49501,Home University Candidates,Round 1,61.05,0
614524510,2021-22,Male,SC,24104,Other than Home University Candidates,Round 1,82.84,0
614524510,2021-22,Female ,SC,34965,Other than Home University Candidates,Round 1,74.53,0
614524510,2021-22,Male,SC,46738,Home University Candidates,Round 2,64.18,0
614524510,2021-22,Male,SC,20437,Other than Home University Candidates,Round 2,85.4,0
614524510,2021-22,Female ,SC,27589,Other than Home University Candidates,Round 2,80.31,0
614524510,2022-23,Male,SC,34410,Home University,Round 1,79.53,1
614524510,2022-23,Female,SC,36024,Home University,Round 1,80.45,1
614524510,2022-23,Male,SC,17137,Other Than Home University,Round 1,90.77,1
614524510,2022-23,Female,SC,18922,Other Than Home University,Round 1,89.87,1
614524510,2022-23,Male,SC,37479,Home University,Round 2,79.53,1
614524510,2022-23,Male,SC,20341,Other Than Home University,Round 2,89.05,1
614524510,2022-23,Female,SC,27307,Other Than Home University,Round 2,85.25,1
614524510,2022-23,Male,SC,34411,Home University,Round 1,79.03,0
614524510,2022-23,Female,SC,36025,Home University,Round 1,79.95,0
614524510,2022-23,Male,SC,17138,Other Than Home University,Round 1,90.27,0
614524510,2022-23,Female,SC,18923,Other Than Home University,Round 1,89.37,0
614524510,2022-23,Male,SC,37480,Home University,Round 2,79.03,0
614524510,2022-23,Male,SC,20342,Other Than Home University,Round 2,88.55,0
614524510,2022-23,Female,SC,27308,Other Than Home University,Round 2,84.75,0
614524510,2019-20,Male ,ST,23526,Home University,Round 2,87.7,1
614524510,2019-20,Female,ST,23281,Home University,Round 2,87.88,1
614524510,2019-20,Male ,ST,20509,Other Than Home University,Round 2,89.7,1
614524510,2019-20,Female,ST,18616,Other Than Home University,Round 2,90.8,1
614524510,2019-20,Male ,ST,23527,Home University,Round 2,87.2,0
614524510,2019-20,Female,ST,23282,Home University,Round 2,87.38,0
614524510,2019-20,Male ,ST,20510,Other Than Home University,Round 2,89.2,0
614524510,2019-20,Female,ST,18617,Other Than Home University,Round 2,90.3,0
614524510,2020-21,Male,ST,22764,Home University Candidates,Round 2,84.26,1
614524510,2020-21,Female ,ST,22638,Home University Candidates,Round 2,84.39,1
614524510,2020-21,Male,ST,13562,Other than Home University Candidates,Round 2,90.63,1
614524510,2020-21,Male,ST,22765,Home University Candidates,Round 2,83.76,0
614524510,2020-21,Female ,ST,22639,Home University Candidates,Round 2,83.89,0
614524510,2020-21,Male,ST,13563,Other than Home University Candidates,Round 2,90.13,0
614524510,2021-22,Male,ST,22764,Home University Candidates,Round 2,84.26,1
614524510,2021-22,Female ,ST,22638,Home University Candidates,Round 2,84.39,1
614524510,2021-22,Male,ST,13562,Other than Home University Candidates,Round 2,90.63,1
614524510,2021-22,Male,ST,22765,Home University Candidates,Round 2,83.76,0
614524510,2021-22,Female ,ST,22639,Home University Candidates,Round 2,83.89,0
614524510,2021-22,Male,ST,13563,Other than Home University Candidates,Round 2,90.13,0
614524510,2022-23,Male,ST,116630,Home University,Round 1,10.19,1
614524510,2022-23,Female,ST,101847,Home University,Round 1,28.69,1
614524510,2022-23,Male,ST,80352,Other Than Home University,Round 1,49.44,1
614524510,2022-23,Male,ST,98559,Home University,Round 2,32.34,1
614524510,2022-23,Male,ST,100558,Other Than Home University,Round 2,29.93,1
614524510,2022-23,Male,ST,116631,Home University,Round 1,9.69,0
614524510,2022-23,Female,ST,101848,Home University,Round 1,28.19,0
614524510,2022-23,Male,ST,80353,Other Than Home University,Round 1,48.94,0
614524510,2022-23,Male,ST,98560,Home University,Round 2,31.84,0
